table,column,dtype,bins,distinct_count
aka_title,title,string,[],316880
aka_title,imdb_index,string,[],12
aka_title,kind_id,int,"[1.0, 2.0, 3.0, 4.0, 6.0, 7.0]",6
aka_title,production_year,int,"[1888.0, 1900.0, 1903.0, 1907.0, 1909.0, 1910.0, 1911.0, 1912.0, 1913.0, 1914.0, 1916.0, 1918.0, 1920.0, 1922.0, 1924.0, 1925.0, 1927.0, 1928.0, 1929.0, 1930.0, 1931.0, 1932.0, 1933.0, 1934.0, 1935.0, 1936.0, 1937.0, 1938.0, 1939.0, 1940.0, 1941.0, 1942.0, 1944.0, 1945.0, 1946.0, 1947.0, 1948.0, 1949.0, 1950.0, 1951.0, 1952.0, 1953.0, 1954.0, 1955.0, 1956.0, 1957.0, 1958.0, 1959.0, 1960.0, 1961.0, 1962.0, 1963.0, 1964.0, 1965.0, 1966.0, 1967.0, 1968.0, 1969.0, 1970.0, 1971.0, 1972.0, 1973.0, 1974.0, 1975.0, 1976.0, 1977.0, 1978.0, 1979.0, 1980.0, 1981.0, 1982.0, 1983.0, 1984.0, 1985.0, 1986.0, 1987.0, 1988.0, 1989.0, 1990.0, 1991.0, 1992.0, 1993.0, 1994.0, 1995.0, 1996.0, 1997.0, 1998.0, 1999.0, 2000.0, 2001.0, 2002.0, 2003.0, 2004.0, 2005.0, 2006.0, 2007.0, 2008.0, 2009.0, 2010.0, 2011.0, 2012.0, 2013.0, 2016.0]",128
aka_title,phonetic_code,string,[],20346
aka_title,episode_of_id,int,"[10.0, 187.0, 432.0, 465.0, 550.0, 776.0, 1002.0, 1098.0, 1149.0, 1337.0, 1428.0, 1497.0, 1597.0, 1746.0, 1980.0, 2075.0, 2107.0, 2167.0, 2285.0, 2443.0, 2536.0, 2631.0, 2726.0, 2852.0, 3016.0, 3067.0, 3247.0, 3346.0, 3651.0, 3829.0, 3876.0, 3963.0, 4243.0, 4268.0, 4519.0, 4609.0, 4986.0, 5020.0, 5164.0, 5193.0, 5417.0, 5591.0, 5714.0, 5789.0, 5880.0, 6032.0, 6153.0, 6461.0, 6607.0, 6826.0, 6877.0, 7123.0, 7398.0, 7695.0, 7949.0, 8106.0, 8274.0, 8299.0, 8336.0, 8614.0, 8707.0, 8765.0, 8901.0, 9068.0, 9344.0, 9460.0, 9516.0, 9546.0, 9649.0, 9747.0, 9981.0, 10216.0, 10267.0, 10430.0, 10661.0, 10757.0, 10946.0, 11013.0, 11181.0, 11212.0, 11241.0, 11325.0, 11395.0, 11822.0, 11942.0, 12159.0, 12346.0, 12416.0, 12471.0, 12561.0, 12586.0, 12609.0, 12774.0, 12871.0, 12924.0, 12985.0, 13063.0, 13235.0, 13408.0, 13560.0, 13723.0, 13910.0, 14138.0, 14141.0, 14239.0, 14392.0, 14559.0, 14569.0, 14723.0, 14742.0, 14799.0, 14896.0, 15292.0, 15436.0, 15548.0, 15609.0, 15701.0, 15813.0, 15984.0, 16059.0, 16063.0, 16305.0, 16435.0, 16668.0, 16867.0, 16941.0, 16981.0, 17106.0, 17147.0, 17266.0, 17455.0, 17787.0, 17925.0, 18071.0, 18199.0, 18365.0, 18456.0, 18785.0, 19082.0, 19370.0, 19430.0, 19663.0, 19692.0, 19852.0, 19930.0, 19975.0, 20079.0, 20119.0, 20256.0, 20522.0, 20678.0, 20902.0, 21097.0, 21307.0, 21431.0, 21589.0, 21757.0, 22136.0, 22227.0, 22407.0, 22574.0, 22770.0, 22973.0, 23108.0, 23387.0, 23513.0, 23774.0, 23816.0, 23988.0, 24169.0, 24256.0, 24358.0, 24438.0, 24595.0, 24643.0, 24748.0, 24902.0, 24960.0, 25340.0, 25391.0]",747
aka_title,season_nr,int,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 13.0, 14.0, 17.0, 19.0, 20.0, 22.0, 24.0, 30.0, 31.0, 32.0, 36.0, 63.0]",41
aka_title,episode_nr,int,"[1.0, 2.0, 3.0, 4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0, 20.0, 21.0, 22.0, 23.0, 24.0, 25.0, 26.0, 27.0, 28.0, 29.0, 30.0, 31.0, 32.0, 33.0, 34.0, 35.0, 37.0, 38.0, 39.0, 40.0, 41.0, 42.0, 44.0, 45.0, 47.0, 48.0, 49.0, 51.0, 56.0, 63.0, 70.0, 98.0, 135.0, 153.0, 181.0, 190.0, 212.0, 417.0, 565.0, 734.0, 4315.0]",165
aka_title,note,string,[],3187
aka_title,md5sum,string,[],361472
cast_info,id,int,"[1.0, 143253.0, 284549.0, 425258.0, 568988.0, 716532.0, 855454.0, 1000037.0, 1142456.0, 1281826.0, 1425807.0, 1570563.0, 1712917.0, 1855156.0, 1998179.0, 2138844.0, 2280229.0, 2427307.0, 2567598.0, 2709635.0, 2854211.0, 2994223.0, 3138029.0, 3279637.0, 3423929.0, 3565975.0, 3709092.0, 3851665.0, 3994081.0, 4137134.0, 4279962.0, 4422258.0, 4566550.0, 4708533.0, 4851072.0, 4994422.0, 5137121.0, 5279673.0, 5420825.0, 5563784.0, 5707068.0, 5847759.0, 5991613.0, 6133371.0, 6275383.0, 6418489.0, 6560758.0, 6707092.0, 6847610.0, 6991960.0, 7134755.0, 7277639.0, 7419636.0, 7562644.0, 7705198.0, 7849136.0, 7991456.0, 8133813.0, 8274430.0, 8419388.0, 8558894.0, 8704989.0, 8846806.0, 8988633.0, 9131719.0, 9274632.0, 9417099.0, 9561352.0, 9703860.0, 9846474.0, 9989034.0, 1.013302E7, 1.0275887E7, 1.0418555E7, 1.056122E7, 1.0704885E7, 1.0846819E7, 1.0987696E7, 1.1127422E7, 1.1269233E7, 1.1412285E7, 1.1554866E7, 1.1697873E7, 1.184048E7, 1.1983241E7, 1.2125804E7, 1.2268809E7, 1.2411392E7, 1.2556867E7, 1.2696963E7, 1.28404E7, 1.2982559E7, 1.3125725E7, 1.3270012E7, 1.3411484E7, 1.3555122E7, 1.3695277E7, 1.3842169E7, 1.3983159E7, 1.4123636E7, 1.4269113E7, 1.4413685E7, 1.4553651E7, 1.4696241E7, 1.4841423E7, 1.4984287E7, 1.5126779E7, 1.5268404E7, 1.5409191E7, 1.5552225E7, 1.5695062E7, 1.5837091E7, 1.5982994E7, 1.6125147E7, 1.6267483E7, 1.6411757E7, 1.6552434E7, 1.669442E7, 1.6837402E7, 1.6979922E7, 1.7122972E7, 1.7266472E7, 1.7410043E7, 1.7552603E7, 1.7695505E7, 1.7835879E7, 1.7977447E7, 1.812272E7, 1.8263051E7, 1.8406755E7, 1.854854E7, 1.8690891E7, 1.8835837E7, 1.897568E7, 1.9118853E7, 1.9261514E7, 1.9403537E7, 1.954736E7, 1.9689469E7, 1.9831693E7, 1.99755E7, 2.0116785E7, 2.0261746E7, 2.040238E7, 2.0545196E7, 2.0690374E7, 2.0831776E7, 2.0974078E7, 2.1118369E7, 2.1260839E7, 2.1404171E7, 2.154488E7, 2.1688463E7, 2.1833892E7, 2.1975591E7, 2.2118164E7, 2.2260757E7, 2.2401417E7, 2.2545063E7, 2.2687498E7, 2.2829388E7, 2.2972407E7, 2.3116391E7, 2.3258937E7, 2.3399483E7, 2.3545376E7, 2.368785E7, 2.3830741E7, 2.397395E7, 2.4115651E7, 2.4258653E7, 2.4397897E7, 2.4545153E7, 2.4683945E7, 2.4827778E7, 2.4968602E7, 2.5113868E7, 2.5256193E7, 2.5399223E7, 2.5542074E7, 2.5685963E7, 2.5824986E7, 2.597026E7, 2.6114311E7, 2.6252375E7, 2.6394892E7, 2.6538846E7, 2.6681598E7, 2.6824195E7, 2.6966372E7, 2.7108335E7, 2.7252418E7, 2.7394502E7, 2.753838E7, 2.7681447E7, 2.7825213E7, 2.79682E7, 2.8108301E7, 2.8253037E7, 2.8393798E7, 2.8536068E7, 2.8680366E7, 2.8822645E7, 2.8963468E7, 2.9107663E7, 2.9250631E7, 2.9393408E7, 2.9536382E7, 2.9678856E7, 2.9821459E7, 2.9964373E7, 3.010775E7, 3.0250668E7, 3.039379E7, 3.0536462E7, 3.067913E7, 3.0821839E7, 3.0962774E7, 3.1106481E7, 3.124732E7, 3.1390877E7, 3.1534814E7, 3.167664E7, 3.1819245E7, 3.1962492E7, 3.2106385E7, 3.2248106E7, 3.2389812E7, 3.2531595E7, 3.2677284E7, 3.2817298E7, 3.2960569E7, 3.3102746E7, 3.3247655E7, 3.3390148E7, 3.3532702E7, 3.3673279E7, 3.3815137E7, 3.3958802E7, 3.410338E7, 3.4243226E7, 3.438854E7, 3.4531327E7, 3.4673649E7, 3.4816153E7, 3.49611E7, 3.5100685E7, 3.5242721E7, 3.5388248E7, 3.5527444E7, 3.5670251E7, 3.5813008E7, 3.5956656E7, 3.6100864E7, 3.6244344E7]",36244344
cast_info,person_id,int,"[1.0, 17423.0, 33148.0, 48308.0, 61310.0, 75772.0, 89622.0, 101729.0, 116042.0, 128949.0, 143183.0, 156313.0, 169897.0, 182731.0, 195192.0, 210080.0, 222229.0, 235427.0, 247303.0, 259723.0, 275894.0, 291310.0, 303840.0, 316665.0, 329414.0, 341193.0, 356037.0, 369009.0, 383231.0, 397969.0, 412589.0, 427122.0, 441087.0, 456808.0, 471181.0, 483401.0, 496342.0, 510534.0, 523090.0, 537628.0, 552719.0, 566619.0, 579582.0, 592193.0, 604924.0, 620062.0, 633665.0, 648208.0, 662255.0, 675664.0, 689101.0, 703431.0, 718039.0, 732998.0, 748241.0, 764841.0, 781391.0, 795375.0, 810034.0, 825368.0, 841671.0, 856993.0, 870427.0, 884483.0, 899212.0, 913375.0, 926711.0, 940205.0, 953264.0, 968407.0, 982851.0, 995714.0, 1010422.0, 1023087.0, 1036203.0, 1050002.0, 1065538.0, 1079498.0, 1092584.0, 1106884.0, 1122083.0, 1137697.0, 1148924.0, 1163526.0, 1179939.0, 1194276.0, 1209161.0, 1224436.0, 1238334.0, 1252342.0, 1267171.0, 1283185.0, 1296343.0, 1308424.0, 1322378.0, 1335865.0, 1348810.0, 1362995.0, 1377919.0, 1391087.0, 1404892.0, 1419423.0, 1434647.0, 1449054.0, 1464244.0, 1478956.0, 1492343.0, 1503667.0, 1519194.0, 1534463.0, 1550535.0, 1565703.0, 1579903.0, 1597593.0, 1610701.0, 1625091.0, 1638909.0, 1653051.0, 1665034.0, 1678256.0, 1691925.0, 1705372.0, 1721421.0, 1737163.0, 1752283.0, 1767737.0, 1783860.0, 1798502.0, 1814530.0, 1830084.0, 1845803.0, 1862340.0, 1876552.0, 1893818.0, 1909982.0, 1925086.0, 1942223.0, 1957903.0, 1973616.0, 1990946.0, 2006646.0, 2020922.0, 2036282.0, 2052532.0, 2067813.0, 2083170.0, 2099156.0, 2115355.0, 2132740.0, 2150724.0, 2168982.0, 2185672.0, 2203354.0, 2219898.0, 2236017.0, 2252997.0, 2267858.0, 2284191.0, 2300258.0, 2315518.0, 2331433.0, 2346201.0, 2363431.0, 2378537.0, 2394989.0, 2410774.0, 2426468.0, 2443161.0, 2459596.0, 2473492.0, 2489905.0, 2505879.0, 2522633.0, 2540284.0, 2557423.0, 2573456.0, 2589900.0, 2605651.0, 2622681.0, 2638068.0, 2653253.0, 2668827.0, 2684771.0, 2702949.0, 2715746.0, 2727165.0, 2738986.0, 2750504.0, 2762901.0, 2773810.0, 2785665.0, 2797795.0, 2807722.0, 2819972.0, 2831237.0, 2843218.0, 2854912.0, 2867647.0, 2880786.0, 2893254.0, 2906009.0, 2917292.0, 2928876.0, 2941576.0, 2953803.0, 2966370.0, 2978257.0, 2989858.0, 3001727.0, 3012839.0, 3024415.0, 3036691.0, 3047453.0, 3059352.0, 3077454.0, 3096484.0, 3114293.0, 3132662.0, 3153290.0, 3170628.0, 3189593.0, 3209749.0, 3229081.0, 3253165.0, 3276703.0, 3299662.0, 3325999.0, 3355554.0, 3387197.0, 3414580.0, 3435017.0, 3457560.0, 3483436.0, 3505252.0, 3523320.0, 3542277.0, 3562199.0, 3589037.0, 3615718.0, 3643834.0, 3669189.0, 3695130.0, 3722140.0, 3751247.0, 3782184.0, 3813079.0, 3839931.0, 3869781.0, 3896976.0, 3925389.0, 3951086.0, 3980586.0, 4010145.0, 4039387.0, 4061926.0]",3914944
